 Óbitos infantis - Brasil
Óbitos p/Residênc por Município
Período:2018
"Município";"Óbitos_p/Residênc"
"355270 Tabatinga";4
"355280 Taboão da Serra";51
"355300 Taguaí";1
"355330 Tambaú";5
"355340 Tanabi";2
"355350 Tapiraí";3
"355370 Taquaritinga";4
"355380 Taquarituba";3
"355385 Taquarivaí";1
"355390 Tarabai";1
"355395 Tarumã";1
"355400 Tatuí";23
"355410 Taubaté";43
"355420 Tejupá";1
"355430 Teodoro Sampaio";5
"355450 Tietê";9
"355460 Timburi";1
"355470 Torrinha";1
"355480 Tremembé";4
"355490 Três Fronteiras";1
"355500 Tupã";5
"355510 Tupi Paulista";2
"355535 Ubarana";1
"355540 Ubatuba";12
"355550 Ubirajara";1
"355560 Uchoa";1
"355600 Urupês";2
"355610 Valentim Gentil";1
"355620 Valinhos";9
"355630 Valparaíso";4
"355640 Vargem Grande do Sul";2
"355645 Vargem Grande Paulista";3
"355650 Várzea Paulista";24
"355670 Vinhedo";6
"355680 Viradouro";5
"355700 Votorantim";26
"355710 Votuporanga";8
"355715 Zacarias";1
"410010 Abatiá";1
"410030 Agudos do Sul";4
"410040 Almirante Tamandaré";14
"410045 Altamira do Paraná";1
"410070 Alto Piquiri";2
"410050 Altônia";5
"410100 Ampére";2
"410105 Anahy";1
"410110 Andirá";4
"410120 Antonina";4
"410140 Apucarana";19
"410150 Arapongas";17
"410160 Arapoti";4
"410170 Araruna";5
"410180 Araucária";26
"410185 Ariranha do Ivaí";1
"410190 Assaí";1
"410200 Assis Chateaubriand";3
"410210 Astorga";5
"410240 Bandeirantes";3
"410250 Barbosa Ferraz";1
"410260 Barracão";3
"410275 Bela Vista da Caroba";1
"410280 Bela Vista do Paraíso";2
"410290 Bituruna";5
"410302 Boa Esperança do Iguaçu";1
"410310 Bocaiúva do Sul";1
"410315 Bom Jesus do Sul";3
"410335 Braganey";2
"410345 Cafelândia";3
"410350 Califórnia";1
"410370 Cambé";9
"410380 Cambira";1
"410390 Campina da Lagoa";4
"410400 Campina Grande do Sul";12
"410410 Campo do Tenente";1
"410420 Campo Largo";22
"410430 Campo Mourão";21
"410440 Cândido de Abreu";9
"410442 Candói";1
"410445 Cantagalo";2
"410450 Capanema";1
"410460 Capitão Leônidas Marques";2
"410465 Carambeí";3
"410470 Carlópolis";4
"410480 Cascavel";32
"410490 Castro";12
"410500 Catanduvas";1
"410520 Cerro Azul";1
"410530 Céu Azul";2
"410540 Chopinzinho";4
"410550 Cianorte";20
"410560 Cidade Gaúcha";3
"410570 Clevelândia";2
"410580 Colombo";36
"410590 Colorado";3
"410620 Contenda";4
"410630 Corbélia";3
"410640 Cornélio Procópio";6
"410650 Coronel Vivida";6
"410680 Cruz Machado";5
"410660 Cruzeiro do Oeste";5
"410685 Cruzmaltina";1
"410690 Curitiba";183
"410700 Curiúva";1
"410715 Diamante D'Oeste";2
"410710 Diamante do Norte";1
"410712 Diamante do Sul";2
"410720 Dois Vizinhos";9
"410750 Engenheiro Beltrão";2
"410753 Entre Rios do Oeste";1
"410755 Farol";2
"410760 Faxinal";2
"410765 Fazenda Rio Grande";28
"410773 Fernandes Pinheiro";3
"410785 Flor da Serra do Sul";1
"410790 Floresta";4
"410800 Florestópolis";3
"410820 Formosa do Oeste";3
"410830 Foz do Iguaçu";43
"410845 Foz do Jordão";1
"410832 Francisco Alves";1
"410840 Francisco Beltrão";18
"410850 General Carneiro";4
"410860 Goioerê";1
"410880 Guaíra";6
"410890 Guairaçá";1
"410895 Guamiranga";3
"410930 Guaraniaçu";1
"410940 Guarapuava";29
"410950 Guaraqueçaba";1
"410960 Guaratuba";7
"410970 Ibaiti";6
"410975 Ibema";2
"410980 Ibiporã";6
"410990 Icaraíma";5
"411007 Imbaú";1
"411010 Imbituva";8
"411020 Inácio Martins";4
"411040 Indianópolis";1
"411050 Ipiranga";2
"411060 Iporã";2
"411065 Iracema do Oeste";1
"411070 Irati";8
"411080 Iretama";3
"411095 Itaipulândia";4
"411100 Itambaracá";2
"411120 Itapejara d'Oeste";2
"411125 Itaperuçu";3
"411150 Ivaiporã";2
"411155 Ivaté";1
"411160 Ivatuba";1
"411170 Jaboti";1
"411180 Jacarezinho";5
"411190 Jaguapitã";1
"411200 Jaguariaíva";9
"411210 Jandaia do Sul";1
"411220 Janiópolis";2
"411230 Japira";1
"411240 Japurá";2
"411250 Jardim Alegre";2
"411270 Jataizinho";2
"411280 Joaquim Távora";1
"411295 Juranda";1
"411320 Lapa";1
"411325 Laranjal";2
"411330 Laranjeiras do Sul";5
"411342 Lidianópolis";1
"411350 Loanda";5
"411360 Lobato";1
"411370 Londrina";73
"411373 Luiziana";2
"411375 Lunardelli";1
"411380 Lupionópolis";1
"411400 Mamborê";1
"411410 Mandaguaçu";2
"411420 Mandaguari";4
"411430 Mandirituba";4
"411435 Manfrinópolis";1
"411440 Mangueirinha";3
"411450 Manoel Ribas";1
"411460 Marechal Cândido Rondon";7
"411470 Maria Helena";1
"411480 Marialva";5
"411510 Mariluz";2
"411520 Maringá";59
"411540 Marmeleiro";3
"411545 Marquinho";1
"411550 Marumbi";1
"411560 Matelândia";6
"411570 Matinhos";2
"411575 Mauá da Serra";1
"411580 Medianeira";7
"411585 Mercedes";1
"411600 Miraselva";1
"411605 Missal";1
"411610 Moreira Sales";1
"411620 Morretes";1
"411640 Nossa Senhora das Graças";2
"411670 Nova Aurora";1
"411680 Nova Cantu";3
"411690 Nova Esperança";1
"411695 Nova Esperança do Sudoeste";1
"411700 Nova Fátima";2
"411705 Nova Laranjeiras";2
"411710 Nova Londrina";1
"411720 Nova Olímpia";2
"411721 Nova Santa Bárbara";1
"411722 Nova Santa Rosa";1
"411730 Ortigueira";8
"411745 Ouro Verde do Oeste";1
"411750 Paiçandu";4
"411760 Palmas";16
"411770 Palmeira";7
"411780 Palmital";3
"411790 Palotina";4
"411800 Paraíso do Norte";2
"411810 Paranacity";2
"411820 Paranaguá";20
"411840 Paranavaí";7
"411850 Pato Branco";11
"411860 Paula Freitas";1
"411885 Perobal";3
"411890 Pérola";6
"411910 Piên";2
"411915 Pinhais";11
"411925 Pinhal de São Bento";1
"411930 Pinhão";5
"411940 Piraí do Sul";2
"411950 Piraquara";24
"411960 Pitanga";5
"411970 Planaltina do Paraná";1
"411980 Planalto";1
"411990 Ponta Grossa";70
"411995 Pontal do Paraná";3
"412000 Porecatu";5
"412010 Porto Amazonas";2
"412033 Prado Ferreira";2
"412040 Presidente Castelo Branco";3
"412060 Prudentópolis";7
"412070 Quatiguá";1
"412085 Quatro Pontes";2
"412090 Quedas do Iguaçu";6
"412100 Querência do Norte";1
"412110 Quinta do Sol";1
"412120 Quitandinha";2
"412125 Ramilândia";1
"412135 Rancho Alegre D'Oeste";1
"412150 Rebouças";2
"412170 Reserva";5
"412175 Reserva do Iguaçu";1
"412180 Ribeirão Claro";1
"412190 Ribeirão do Pinhal";2
"412200 Rio Azul";3
"412215 Rio Bonito do Iguaçu";5
"412220 Rio Branco do Sul";5
"412230 Rio Negro";4
"412240 Rolândia";11
"412265 Rosário do Ivaí";2
"412320 Santa Cecília do Pavão";1
"412330 Santa Cruz de Monte Castelo";2
"412340 Santa Fé";1
"412350 Santa Helena";5
"412370 Santa Isabel do Ivaí";1
"412385 Santa Maria do Oeste";1
"412390 Santa Mariana";2
"412402 Santa Tereza do Oeste";4
"412405 Santa Terezinha de Itaipu";2
"412400 Santana do Itararé";1
"412410 Santo Antônio da Platina";10
"412420 Santo Antônio do Caiuá";3
"412430 Santo Antônio do Paraíso";1
"412440 Santo Antônio do Sudoeste";5
"412470 São Jerônimo da Serra";2
"412480 São João";1
"412510 São João do Triunfo";2
"412520 São Jorge d'Oeste";1
"412530 São Jorge do Ivaí";1
"412535 São Jorge do Patrocínio";1
"412545 São José das Palmeiras";1
"412550 São José dos Pinhais";44
"412560 São Mateus do Sul";7
"412570 São Miguel do Iguaçu";7
"412600 São Sebastião da Amoreira";1
"412620 Sapopema";2
"412625 Sarandi";24
"412630 Sengés";3
"412640 Sertaneja";1
"412650 Sertanópolis";2
"412660 Siqueira Campos";2
"412667 Tamarana";6
"412670 Tamboara";1
"412680 Tapejara";3
"412690 Tapira";2
"412700 Teixeira Soares";3
"412710 Telêmaco Borba";12
"412720 Terra Boa";4
"412730 Terra Rica";2
"412740 Terra Roxa";1
"412750 Tibagi";6
"412760 Tijucas do Sul";1
"412770 Toledo";29
"412785 Três Barras do Paraná";1
"412790 Tuneiras do Oeste";2
"412796 Turvo";2
"412800 Ubiratã";4
"412810 Umuarama";20
"412820 União da Vitória";6
"412840 Uraí";1
"412855 Vera Cruz do Oeste";2
"412870 Vitorino";1
"412850 Wenceslau Braz";4
"412880 Xambrê";1
"420010 Abelardo Luz";2
"420040 Água Doce";1
"420050 Águas de Chapecó";1
"420055 Águas Frias";1
"420070 Alfredo Wagner";2
"420080 Anchieta";1
"420090 Angelina";1
"420100 Anita Garibaldi";1
"420110 Anitápolis";1
"420120 Antônio Carlos";1
"420125 Apiúna";1
"420130 Araquari";6
"420140 Araranguá";12
"420170 Ascurra";2
"420190 Aurora";1
"420205 Balneário Barra do Sul";2
"420200 Balneário Camboriú";11
"420207 Balneário Gaivota";1
"421280 Balneário Piçarras";2
"422000 Balneário Rincão";2
"420210 Barra Velha";4
"420220 Benedito Novo";1
"420230 Biguaçu";6
"420240 Blumenau";32
"420243 Bocaina do Sul";1
"420250 Bom Jardim da Serra";1
"420253 Bom Jesus";1
"420260 Bom Retiro";2
"420245 Bombinhas";1
"420270 Botuverá";2
"420280 Braço do Norte";4
"420285 Braço do Trombudo";1
"420287 Brunópolis";2
"420290 Brusque";18
"420300 Caçador";17
"420315 Calmon";2
"420320 Camboriú";11
"420330 Campo Alegre";2
"420340 Campo Belo do Sul";3
"420360 Campos Novos";4
"420370 Canelinha";1
"420380 Canoinhas";12
"420390 Capinzal";3
"420395 Capivari de Baixo";5
"420400 Catanduvas";1
"420415 Celso Ramos";3
"420420 Chapecó";25
"420430 Concórdia";7
"420455 Correia Pinto";7
"420460 Criciúma";27
"420470 Cunha Porã";3
"420480 Curitibanos";8
"420490 Descanso";1
"420500 Dionísio Cerqueira";2
"420515 Doutor Pedrinho";1
"420530 Faxinal dos Guedes";1
"420540 Florianópolis";49
"420545 Forquilhinha";6
"420550 Fraiburgo";5
"420560 Galvão";1
"420570 Garopaba";6
"420580 Garuva";6
"420590 Gaspar";7
"420600 Governador Celso Ramos";1
"420630 Guabiruba";6
"420640 Guaraciaba";2
"420650 Guaramirim";3
"420660 Guarujá do Sul";1
"420665 Guatambú";4
"420670 Herval d'Oeste";3
"420680 Ibicaré";1
"420690 Ibirama";3
"420700 Içara";9
"420720 Imaruí";3
"420730 Imbituba";11
"420740 Imbuia";1
"420750 Indaial";9
"420757 Iomerê";1
"420760 Ipira";1
"420765 Iporã do Oeste";3
"420768 Ipuaçu";3
"420770 Ipumirim";1
"420775 Iraceminha";1
"420780 Irani";2
"420785 Irati";2
"420790 Irineópolis";2
"420800 Itá";1
"420810 Itaiópolis";2
"420820 Itajaí";46
"420830 Itapema";13
"420840 Itapiranga";6
"420845 Itapoá";4
"420850 Ituporanga";3
"420860 Jaborá";1
"420870 Jacinto Machado";2
"420880 Jaguaruna";4
"420890 Jaraguá do Sul";29
"420900 Joaçaba";3
"420910 Joinville";64
"420917 Jupiá";1
"420920 Lacerdópolis";1
"420930 Lages";23
"420940 Laguna";2
"420950 Laurentino";1
"420960 Lauro Muller";3
"420970 Lebon Régis";2
"420990 Lontras";1
"421000 Luiz Alves";3
"421010 Mafra";10
"421020 Major Gercino";1
"421030 Major Vieira";1
"421040 Maracajá";2
"421050 Maravilha";3
"421060 Massaranduba";1
"421070 Matos Costa";2
"421080 Meleiro";1
"421100 Mondaí";4
"421105 Monte Carlo";2
"421110 Monte Castelo";3
"421130 Navegantes";19
"421140 Nova Erechim";1
"421145 Nova Itaberaba";1
"421150 Nova Trento";3
"421160 Nova Veneza";1
"421170 Orleans";1
"421175 Otacílio Costa";5
"421185 Ouro Verde";1
"421190 Palhoça";15
"421200 Palma Sola";1
"421210 Palmitos";1
"421220 Papanduva";3
"421225 Passo de Torres";2
"421227 Passos Maia";2
"421230 Paulo Lopes";1
"421250 Penha";5
"421265 Pescaria Brava";2
"421270 Petrolândia";1
"421290 Pinhalzinho";3
"421310 Piratuba";1
"421320 Pomerode";10
"421335 Ponte Alta do Norte";4
"421340 Ponte Serrada";3
"421350 Porto Belo";4
"421360 Porto União";4
"421370 Pouso Redondo";3
"421400 Presidente Getúlio";1
"421415 Princesa";1
"421420 Quilombo";1
"421440 Rio das Antas";1
"421450 Rio do Campo";1
"421480 Rio do Sul";6
"421470 Rio dos Cedros";1
"421490 Rio Fortuna";1
"421500 Rio Negrinho";3
"421510 Rodeio";2
"421520 Romelândia";1
"421535 Saltinho";2
"421545 Sangão";4
"421550 Santa Cecília";3
"421560 Santa Rosa de Lima";1
"421565 Santa Rosa do Sul";2
"421568 Santa Terezinha do Progresso";1
"421569 Santiago do Sul";1
"421570 Santo Amaro da Imperatriz";1
"421580 São Bento do Sul";9
"421575 São Bernardino";1
"421600 São Carlos";2
"421610 São Domingos";2
"421620 São Francisco do Sul";7
"421630 São João Batista";3
"421635 São João do Itaperiú";2
"421650 São Joaquim";8
"421660 São José";31
"421670 São José do Cedro";1
"421680 São José do Cerrito";2
"421690 São Lourenço do Oeste";6
"421720 São Miguel do Oeste";9
"421730 Saudades";1
"421740 Schroeder";1
"421755 Serra Alta";1
"421760 Siderópolis";2
"421770 Sombrio";4
"421775 Sul Brasil";2
"421780 Taió";2
"421790 Tangará";2
"421800 Tijucas";3
"421820 Timbó";8
"421825 Timbó Grande";3
"421830 Três Barras";2
"421835 Treviso";1
"421840 Treze de Maio";2
"421870 Tubarão";6
"421880 Turvo";3
"421890 Urubici";3
"421900 Urussanga";3
"421910 Vargeão";1
"421915 Vargem";1
"421917 Vargem Bonita";2
"421930 Videira";3
"421950 Xanxerê";5
"421970 Xaxim";3
"430003 Aceguá";2
"430020 Ajuricaba";1
"430030 Alecrim";1
"430040 Alegrete";7
"430050 Alpestre";1
"430057 Alto Feliz";1
"430060 Alvorada";42
"430063 Amaral Ferrador";4
"430064 Ametista do Sul";2
"430080 Antônio Prado";2
"430085 Arambaré";1
"430087 Araricá";2
"430100 Arroio do Meio";1
"430105 Arroio do Sal";2
"430120 Arroio do Tigre";2
"430110 Arroio dos Ratos";2
"430130 Arroio Grande";1
"430140 Arvorezinha";3
"430150 Augusto Pestana";1
"430155 Áurea";1
"430160 Bagé";21
"430163 Balneário Pinhal";1
"430170 Barão de Cotegipe";1
"430185 Barra do Guarita";1
"430190 Barra do Ribeiro";1
"430180 Barracão";2
"430200 Barros Cassal";2
"430205 Benjamin Constant do Sul";1
"430210 Bento Gonçalves";8
"430220 Boa Vista do Buricá";2
"430222 Boa Vista do Cadeado";1
"430230 Bom Jesus";2
"430237 Bom Progresso";1
"430240 Bom Retiro do Sul";1
"430245 Boqueirão do Leão";2
"430270 Butiá";2
"430280 Caçapava do Sul";4
"430300 Cachoeira do Sul";16
"430310 Cachoeirinha";15
"430330 Caibaté";2
"430350 Camaquã";9
"430355 Camargo";1
"430390 Campo Bom";8
"430400 Campo Novo";2
"430410 Campos Borges";1
"430420 Candelária";1
"430435 Candiota";1
"430440 Canela";5
"430450 Canguçu";5
"430460 Canoas";48
"430463 Capão da Canoa";4
"430465 Capão do Cipó";1
"430466 Capão do Leão";5
"430468 Capela de Santana";1
"430471 Caraá";2
"430470 Carazinho";14
"430480 Carlos Barbosa";4
"430490 Casca";2
"430495 Caseiros";2
"430500 Catuípe";1
"430510 Caxias do Sul";69
"430511 Centenário";1
"430512 Cerrito";2
"430515 Cerro Grande";2
"430517 Cerro Grande do Sul";1
"430520 Cerro Largo";1
"430535 Charqueadas";5
"430537 Charrua";1
"430540 Chiapetta";1
"430543 Chuí";1
"430545 Cidreira";2
"430558 Colinas";2
"430585 Coqueiros do Sul";1
"430590 Coronel Bicaco";2
"430600 Crissiumal";1
"430607 Cristal do Sul";2
"430610 Cruz Alta";8
"430620 Cruzeiro do Sul";1
"430630 David Canabarro";2
"430635 Dezesseis de Novembro";1
"430637 Dilermando de Aguiar";1
"430640 Dois Irmãos";3
"430660 Dom Pedrito";1
"430675 Doutor Ricardo";1
"430676 Eldorado do Sul";4
"430690 Encruzilhada do Sul";3
"430693 Entre-Ijuís";2
"430697 Erebango";1
"430700 Erechim";13
"430730 Erval Seco";1
"430750 Espumoso";2
"430760 Estância Velha";3
"430770 Esteio";7
"430781 Estrela Velha";3
"430790 Farroupilha";8
"430810 Feliz";3
"430820 Flores da Cunha";6
"430850 Frederico Westphalen";2
"430860 Garibaldi";2
"430865 Garruchos";2
"430870 Gaurama";1
"430900 Giruá";1
"430905 Glorinha";1
"430910 Gramado";4
"430920 Gravataí";26
"430930 Guaíba";8
"430940 Guaporé";4
"430955 Harmonia";2
"430710 Herval";1
"430960 Horizontina";1
"430965 Hulha Negra";1
"430970 Humaitá";2
"431000 Ibirubá";3
"431010 Igrejinha";5
"431020 Ijuí";9
"431033 Imbé";2
"431036 Imigrante";1
"431040 Independência";1
"431041 Inhacorá";1
"431043 Ipê";1
"431053 Itaara";1
"431055 Itacurubi";1
"431060 Itaqui";3
"431085 Jaboticaba";3
"431100 Jaguarão";4
"431110 Jaguari";2
"431113 Jari";1
"431120 Júlio de Castilhos";3
"431130 Lagoa Vermelha";2
"431140 Lajeado";13
"431173 Mampituba";3
"431175 Manoel Viana";1
"431179 Maratá";1
"431180 Marau";5
"431215 Mato Leitão";1
"431225 Minas do Leão";1
"431240 Montenegro";8
"431250 Mostardas";1
"431265 Não-Me-Toque";3
"431270 Nonoai";1
"431275 Nova Alvorada";1
"431280 Nova Araçá";1
"431303 Nova Esperança do Sul";1
"431306 Nova Hartz";1
"431330 Nova Prata";3
"431337 Nova Santa Rita";2
"431340 Novo Hamburgo";26
"431350 Osório";4
"431370 Palmeira das Missões";7
"431380 Palmitinho";1
"431390 Panambi";6
"431395 Pantano Grande";1
"431402 Paraíso do Sul";1
"431405 Parobé";6
"431407 Passo do Sobrado";1
"431410 Passo Fundo";27
"431420 Pedro Osório";1
"431430 Pejuçara";1
"431440 Pelotas";60
"431447 Pinhal Grande";1
"431450 Pinheiro Machado";3
"431460 Piratini";4
"431470 Planalto";1
"431475 Poço das Antas";2
"431480 Portão";5
"431490 Porto Alegre";159
"431500 Porto Lucena";2
"431505 Porto Mauá";1
"431513 Pouso Novo";3
"431515 Progresso";2
"431530 Quaraí";6
"431540 Redentora";1
"431550 Restinga Seca";1
"431555 Rio dos Índios";1
"431560 Rio Grande";29
"431570 Rio Pardo";4
"431580 Roca Sales";1
"431590 Rodeio Bonito";2
"431600 Rolante";1
"431610 Ronda Alta";1
"431640 Rosário do Sul";6
"431645 Salto do Jacuí";3
"431650 Salvador do Sul";1
"431710 Sant'Ana do Livramento";16
"431675 Santa Clara do Sul";1
"431680 Santa Cruz do Sul";23
"431690 Santa Maria";34
"431695 Santa Maria do Herval";1
"431720 Santa Rosa";13
"431730 Santa Vitória do Palmar";8
"431740 Santiago";8
"431750 Santo Ângelo";11
"431760 Santo Antônio da Patrulha";5
"431775 Santo Antônio do Planalto";1
"431790 Santo Cristo";3
"431800 São Borja";6
"431810 São Francisco de Assis";3
"431820 São Francisco de Paula";2
"431830 São Gabriel";19
"431840 São Jerônimo";2
"431850 São José do Norte";2
"431860 São José do Ouro";1
"431861 São José do Sul";1
"431862 São José dos Ausentes";2
"431870 São Leopoldo";37
"431880 São Lourenço do Sul";5
"431890 São Luiz Gonzaga";4
"431900 São Marcos";3
"431915 São Miguel das Missões";1
"431930 São Paulo das Missões";1
"431940 São Pedro do Sul";3
"431950 São Sebastião do Caí";5
"431960 São Sepé";3
"431990 Sapiranga";13
"432000 Sapucaia do Sul";17
"432010 Sarandi";4
"432020 Seberi";2
"432026 Segredo";1
"432070 Sobradinho";2
"432080 Soledade";2
"432090 Tapejara";3
"432100 Tapera";1
"432120 Taquara";9
"432140 Tenente Portela";2
"432145 Teutônia";2
"432149 Toropi";2
"432150 Torres";5
"432160 Tramandaí";4
"432170 Três Coroas";3
"432180 Três de Maio";2
"432190 Três Passos";1
"432200 Triunfo";5
"432220 Tupanciretã";3
"432230 Tuparendi";2
"432232 Turuçu";1
"432237 Unistalda";1
"432240 Uruguaiana";20
"432250 Vacaria";12
"432254 Vale Real";1
"432260 Venâncio Aires";5
"432270 Vera Cruz";5
"432280 Veranópolis";1
"432300 Viamão";29
"432320 Victor Graeff";1
"432330 Vila Flores";1
"432350 Vista Alegre";2
"432380 Xangri-lá";4
"500020 Água Clara";4
"500025 Alcinópolis";2
"500060 Amambai";15
"500070 Anastácio";5
"500080 Anaurilândia";2
"500100 Aparecida do Taboado";4
"500110 Aquidauana";8
"500124 Aral Moreira";4
"500150 Bandeirantes";1
"500190 Bataguassu";4
"500200 Batayporã";3
"500210 Bela Vista";6
"500215 Bodoquena";1
"500220 Bonito";4
"500230 Brasilândia";1
"500240 Caarapó";6
"500260 Camapuã";2
"500270 Campo Grande";140
"500280 Caracol";1
"500290 Cassilândia";2
"500295 Chapadão do Sul";8
"500315 Coronel Sapucaia";10
"500320 Corumbá";28
"500325 Costa Rica";2
"500330 Coxim";4
"500345 Deodápolis";1
"500348 Dois Irmãos do Buriti";2
"500350 Douradina";2
"500370 Dourados";33
"500375 Eldorado";3
"500380 Fátima do Sul";2
"500400 Glória de Dourados";2
"500410 Guia Lopes da Laguna";3
"500430 Iguatemi";7
"500440 Inocência";1
"500450 Itaporã";1
"500460 Itaquiraí";2
"500470 Ivinhema";7
"500480 Japorã";6
"500500 Jardim";4
"500510 Jateí";1
"500515 Juti";2
"500520 Ladário";7
"500540 Maracaju";5
"500560 Miranda";6
"500568 Mundo Novo";2
"500570 Naviraí";9
"500580 Nioaque";4
"500600 Nova Alvorada do Sul";5
"500620 Nova Andradina";7
"500630 Paranaíba";5
"500635 Paranhos";8
"500660 Ponta Porã";16
"500690 Porto Murtinho";3
"500710 Ribas do Rio Pardo";5
"500720 Rio Brilhante";11
"500730 Rio Negro";1
"500740 Rio Verde de Mato Grosso";3
"500769 São Gabriel do Oeste";6
"500780 Selvíria";2
"500770 Sete Quedas";5
"500790 Sidrolândia";11
"500793 Sonora";2
"500795 Tacuru";3
"500797 Taquarussu";1
"500800 Terenos";4
"500830 Três Lagoas";24
"500840 Vicentina";1
"510010 Acorizal";2
"510020 Água Boa";6
"510025 Alta Floresta";11
"510030 Alto Araguaia";2
"510035 Alto Boa Vista";3
"510040 Alto Garças";1
"510060 Alto Taquari";1
"510080 Apiacás";1
"510125 Araputanga";2
"510130 Arenápolis";1
"510140 Aripuanã";1
"510170 Barra do Bugres";5
"510180 Barra do Garças";19
"510185 Bom Jesus do Araguaia";1
"510190 Brasnorte";1
"510250 Cáceres";27
"510260 Campinápolis";13
"510263 Campo Novo do Parecis";8
"510267 Campo Verde";4
"510268 Campos de Júlio";2
"510269 Canabrava do Norte";1
"510270 Canarana";11
"510279 Carlinda";1
"510300 Chapada dos Guimarães";2
"510305 Cláudia";1
"510320 Colíder";4
"510325 Colniza";7
"510330 Comodoro";4
"510335 Confresa";7
"510337 Cotriguaçu";3
"510340 Cuiabá";119
"510343 Curvelândia";1
"510350 Diamantino";2
"510360 Dom Aquino";1
"510370 Feliz Natal";2
"510380 Figueirópolis D'Oeste";2
"510385 Gaúcha do Norte";3
"510390 General Carneiro";6
"510410 Guarantã do Norte";5
"510420 Guiratinga";1
"510452 Ipiranga do Norte";1
"510455 Itaúba";2
"510460 Itiquira";1
"510480 Jaciara";1
"510490 Jangada";2
"510510 Juara";3
"510515 Juína";11
"510517 Juruena";4
"510520 Juscimeira";1
"510525 Lucas do Rio Verde";18
"510530 Luciara";2
"510558 Marcelândia";2
"510560 Matupá";4
"510562 Mirassol d'Oeste";5
"510590 Nobres";7
"510600 Nortelândia";2
"510610 Nossa Senhora do Livramento";2
"510615 Nova Bandeirantes";2
"510620 Nova Brasilândia";1
"510621 Nova Canaã do Norte";1
"510880 Nova Guarita";2
"510618 Nova Lacerda";1
"510895 Nova Monte Verde";3
"510622 Nova Mutum";13
"510623 Nova Olímpia";3
"510625 Nova Xavantina";4
"510626 Novo Mundo";1
"510630 Paranatinga";5
"510637 Pedra Preta";5
"510642 Peixoto de Azevedo";10
"510650 Poconé";12
"510665 Pontal do Araguaia";1
"510670 Ponte Branca";1
"510675 Pontes e Lacerda";6
"510677 Porto Alegre do Norte";4
"510682 Porto Esperidião";1
"510700 Poxoréo";4
"510704 Primavera do Leste";18
"510706 Querência";9
"510718 Ribeirão Cascalheira";2
"510719 Ribeirãozinho";1
"510720 Rio Branco";2
"510760 Rondonópolis";39
"510770 Rosário Oeste";4
"510724 Santa Carmem";2
"510776 Santa Rita do Trivelato";1
"510777 Santa Terezinha";2
"510780 Santo Antônio do Leverger";7
"510785 São Félix do Araguaia";4
"510729 São José do Povo";1
"510730 São José do Rio Claro";3
"510735 São José do Xingu";2
"510710 São José dos Quatro Marcos";2
"510787 Sapezal";5
"510790 Sinop";26
"510792 Sorriso";23
"510794 Tabaporã";1
"510795 Tangará da Serra";17
"510800 Tapurah";7
"510805 Terra Nova do Norte";1
"510820 Torixoréu";1
"510840 Várzea Grande";81
"510850 Vera";1
"510550 Vila Bela da Santíssima Trindade";2
"510860 Vila Rica";7
"520005 Abadia de Goiás";3
"520010 Abadiânia";3
"520013 Acreúna";5
"520015 Adelândia";1
"520017 Água Fria de Goiás";3
"520025 Águas Lindas de Goiás";35
"520030 Alexânia";4
"520055 Alto Horizonte";3
"520060 Alto Paraíso de Goiás";1
"520080 Alvorada do Norte";1
"520085 Americano do Brasil";1
"520110 Anápolis";71
"520140 Aparecida de Goiânia";97
"520145 Aparecida do Rio Doce";1
"520150 Aporé";1
"520160 Araçu";2
"520170 Aragarças";3
"520180 Aragoiânia";1
"520215 Araguapaz";1
"520250 Aruanã";2
"520260 Aurilândia";2
"520320 Barro Alto";2
"520330 Bela Vista de Goiás";7
"520340 Bom Jardim de Goiás";2
"520350 Bom Jesus de Goiás";5
"520400 Cabeceiras";2
"520410 Cachoeira Alta";1
"520430 Caçu";1
"520450 Caldas Novas";14
"520460 Campestre de Goiás";2
"520470 Campinorte";2
"520485 Campo Limpo de Goiás";4
"520490 Campos Belos";7
"520495 Campos Verdes";1
"520500 Carmo do Rio Verde";1
"520505 Castelândia";2
"520510 Catalão";21
"520520 Caturaí";1
"520540 Ceres";5
"520545 Cezarina";1
"520547 Chapadão do Céu";1
"520549 Cidade Ocidental";9
"520551 Cocalzinho de Goiás";5
"520552 Colinas do Sul";1
"520580 Corumbá de Goiás";1
"520590 Corumbaíba";2
"520620 Cristalina";14
"520640 Crixás";2
"520660 Cumari";1
"520710 Diorama";1
"520830 Divinópolis de Goiás";4
"520740 Edéia";6
"520760 Fazenda Nova";2
"520780 Firminópolis";2
"520790 Flores de Goiás";2
"520800 Formosa";25
"520840 Goianápolis";4
"520860 Goianésia";17
"520870 Goiânia";225
"520880 Goianira";14
"520890 Goiás";2
"520910 Goiatuba";9
"520915 Gouvelândia";3
"520920 Guapó";3
"520970 Hidrolândia";7
"520980 Hidrolina";2
"520990 Iaciara";1
"520993 Inaciolândia";2
"521000 Inhumas";17
"521010 Ipameri";3
"521020 Iporá";3
"521040 Itaberaí";7
"521056 Itaguari";1
"521060 Itaguaru";3
"521090 Itapaci";3
"521100 Itapirapuã";2
"521120 Itapuranga";6
"521130 Itarumã";4
"521140 Itauçu";1
"521150 Itumbiara";25
"521180 Jaraguá";12
"521190 Jataí";20
"521210 Joviânia";1
"521220 Jussara";4
"521230 Leopoldo de Bulhões";2
